mc_id,location_id,version,geometry,events,pure_class,mixed_dominant_class,mixed_second_dominant_class,s2_l2_bands,era5,cci_landcover_map,copernicus_dem,de_africa_climatology,event_arrays,s2cloudless_cloudmask,sen2cor_cloudmask,unetmobv2_cloudmask,earthnet_cloudmask,remarks,continent
mc_19.56_43.84_1.3_20231018_0,19.56_43.84,1.3,"POLYGON ((19.54019823247579 43.83093212178215, 19.57369670973848 43.83093212178215, 19.57369670973848 43.85517726046861, 19.54019823247579 43.85517726046861, 19.54019823247579 43.83093212178215))",[],-,grassland,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.56_-26.22_1.3_20231018_0,19.56_-26.22,1.3,"POLYGON ((19.543722074230487 -26.235537673314912, 19.57016931551024 -26.235537673314912, 19.57016931551024 -26.21168380395719, 19.543722074230487 -26.21168380395719, 19.543722074230487 -26.235537673314912))",[],-,grassland,soil,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_5.75_1.3_20231018_0,19.56_5.75,1.3,"POLYGON ((19.54532876480736 5.7341987415891325, 19.56856057636468 5.7341987415891325, 19.56856057636468 5.757468053769939, 19.54532876480736 5.757468053769939, 19.54532876480736 5.7341987415891325))","[(643, '2016-03-05', '2016-03-05'), (755, '2016-03-02', '2016-03-02'), (23153, '2020-03-01', '2020-03-22'), (25361, '2020-03-20', '2020-03-20')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_68.45_1.3_20231018_0,19.56_68.45,1.3,"POLYGON ((19.523531625418226 68.43353878222405, 19.590388508128527 68.43353878222405, 19.590388508128527 68.45812304415698, 19.523531625418226 68.45812304415698, 19.523531625418226 68.43353878222405))",[],-,broadtree,soil,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.56_68.50_1.3_20231018_0,19.56_68.50,1.3,"POLYGON ((19.5234569425565 68.48353855775413, 19.590463340208288 68.48353855775413, 19.590463340208288 68.50812325599121, 19.5234569425565 68.50812325599121, 19.5234569425565 68.48353855775413))",[],-,needletree,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.56_7.24_1.3_20231018_0,19.56_7.24,1.3,"POLYGON ((19.548048281019312 7.231397714097155, 19.571396743182284 7.231397714097155, 19.571396743182284 7.2547134801706505, 19.548048281019312 7.2547134801706505, 19.548048281019312 7.231397714097155))","[(560, '2016-02-24', '2016-02-24'), (643, '2016-03-05', '2016-03-10'), (8608, '2017-03-15', '2017-03-15'), (8629, '2017-03-17', '2017-03-17'), (8677, '2017-03-19', '2017-03-19'), (23153, '2020-02-28', '2020-03-05'), (33305, '2021-02-28', '2021-03-08'), (35327, '2021-04-08', '2021-04-08'), (35586, '2021-04-14', '2021-04-14')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_8.37_1.3_20231018_0,19.56_8.37,1.3,"POLYGON ((19.54522134396492 8.356380438075062, 19.568668213999835 8.356380438075062, 19.568668213999835 8.37973070980046, 19.54522134396492 8.37973070980046, 19.54522134396492 8.356380438075062))","[(1012, '2016-03-07', '2016-03-07'), (8605, '2017-03-16', '2017-03-16'), (8677, '2017-03-19', '2017-03-19'), (8721, '2017-03-21', '2017-03-21'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_7.49_1.3_20231018_0,19.56_7.49,1.3,"POLYGON ((19.54526000251743 7.4813938830817435, 19.568629482422374 7.4813938830817435, 19.568629482422374 7.504717300707436, 19.54526000251743 7.504717300707436, 19.54526000251743 7.4813938830817435))","[(643, '2016-03-05', '2016-03-10'), (8629, '2017-03-17', '2017-03-17'), (8677, '2017-03-19', '2017-03-19'), (8723, '2017-03-21', '2017-03-21'), (23153, '2020-03-01', '2020-03-13'), (33305, '2021-02-28', '2021-03-09'), (35874, '2021-04-20', '2021-04-20')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_8.74_1.3_20231018_0,19.56_8.74,1.3,"POLYGON ((19.545203901141182 8.731374701650093, 19.568685688361033 8.731374701650093, 19.568685688361033 8.754736430813717, 19.545203901141182 8.754736430813717, 19.545203901141182 8.731374701650093))","[(945, '2016-03-05', '2016-03-05'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.56_8.87_1.3_20231018_0,19.56_8.87,1.3,"POLYGON ((19.5451979694037 8.856372793000697, 19.56869163064511 8.856372793000697, 19.56869163064511 8.879738334322841, 19.5451979694037 8.879738334322841, 19.5451979694037 8.856372793000697))","[(945, '2016-03-05', '2016-03-05'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.57_40.95_1.3_20231018_0,19.57_40.95,1.3,"POLYGON ((19.549326815743722 40.93929260738957, 19.581233968971773 40.93929260738957, 19.581233968971773 40.96348363515012, 19.549326815743722 40.96348363515012, 19.549326815743722 40.93929260738957))","[(5531, '2016-09-03', '2016-09-06'), (19924, '2019-06-27', '2019-06-30'), (20160, '2019-07-05', '2019-07-06')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.58_6.62_1.3_20231018_0,19.58_6.62,1.3,"POLYGON ((19.56751790607854 6.606407254666399, 19.59081596648446 6.606407254666399, 19.59081596648446 6.629703966803687, 19.56751790607854 6.629703966803687, 19.56751790607854 6.606407254666399))","[(643, '2016-03-04', '2016-03-07'), (23153, '2020-02-29', '2020-03-08')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.57_44.09_1.3_20231018_0,19.57_44.09,1.3,"POLYGON ((19.55678769302942 44.08092771224556, 19.59044066061206 44.08092771224556, 19.59044066061206 44.105181654654295, 19.55678769302942 44.105181654654295, 19.55678769302942 44.08092771224556))",[],-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.60_68.68_1.3_20231018_0,19.60_68.68,1.3,"POLYGON ((19.570371725665265 68.67241857778974, 19.637993566251605 68.67241857778974, 19.637993566251605 68.6970209758629, 19.570371725665265 68.6970209758629, 19.570371725665265 68.67241857778974))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.65_-16.35_1.3_20231018_0,19.65_-16.35,1.3,"POLYGON ((19.639170721213326 -16.365963757686597, 19.663608452004432 -16.365963757686597, 19.663608452004432 -16.34236928524805, 19.639170721213326 -16.34236928524805, 19.639170721213326 -16.365963757686597))","[(16709, '2018-10-15', '2018-10-21')]",-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.63_-16.11_1.3_20231018_0,19.63_-16.11,1.3,"POLYGON ((19.61419099495426 -16.1187369320841, 19.638588154537036 -16.1187369320841, 19.638588154537036 -16.095151659224186, 19.61419099495426 -16.095151659224186, 19.61419099495426 -16.1187369320841))","[(6772, '2016-10-10', '2016-11-03')]",-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.66_-16.58_1.3_20231018_0,19.66_-16.58,1.3,"POLYGON ((19.650263159637703 -16.5965231210839, 19.674738255926936 -16.5965231210839, 19.674738255926936 -16.572921012985592, 19.650263159637703 -16.572921012985592, 19.650263159637703 -16.5965231210839))","[(16709, '2018-10-15', '2018-10-21')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.68_-16.71_1.3_20231018_0,19.68_-16.71,1.3,"POLYGON ((19.666918921031918 -16.72430345328306, 19.69141584688427 -16.72430345328306, 19.69141584688427 -16.70069623676828, 19.666918921031918 -16.70069623676828, 19.666918921031918 -16.72430345328306))","[(32301, '2020-10-16', '2020-10-28')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.67_43.47_1.3_20231018_0,19.67_43.47,1.3,"POLYGON ((19.656956009897215 43.45314372872985, 19.690272145133957 43.45314372872985, 19.690272145133957 43.4774101369146, 19.656956009897215 43.4774101369146, 19.656956009897215 43.45314372872985))",[],-,broadtree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.68_43.91_1.3_20231018_0,19.68_43.91,1.3,"POLYGON ((19.667935391322107 43.89480472361519, 19.701515122029477 43.89480472361519, 19.701515122029477 43.9190824465075, 19.667935391322107 43.9190824465075, 19.667935391322107 43.89480472361519))",[],-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.68_42.33_1.3_20231018_0,19.68_42.33,1.3,"POLYGON ((19.662830413479806 42.322598728871284, 19.69550851941432 42.322598728871284, 19.69550851941432 42.34684410158289, 19.662830413479806 42.34684410158289, 19.662830413479806 42.322598728871284))",[],-,broadtree,soil,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.68_5.37_1.3_20231018_0,19.68_5.37,1.3,"POLYGON ((19.670341768545587 5.359204291684196, 19.693547541768737 5.359204291684196, 19.693547541768737 5.382462529218727, 19.670341768545587 5.382462529218727, 19.670341768545587 5.359204291684196))","[(23153, '2020-03-12', '2020-03-12')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.68_6.74_1.3_20231018_0,19.68_6.74,1.3,"POLYGON ((19.670289976190787 6.731404568749287, 19.69359944634314 6.731404568749287, 19.69359944634314 6.754706656021878, 19.670289976190787 6.754706656021878, 19.670289976190787 6.731404568749287))","[(643, '2016-03-06', '2016-03-11'), (23153, '2020-03-01', '2020-03-05'), (33305, '2021-02-28', '2021-03-11'), (35587, '2021-04-14', '2021-04-15')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.68_7.99_1.3_20231018_0,19.68_7.99,1.3,"POLYGON ((19.67023680201626 7.981384741480359, 19.69365272410012 7.981384741480359, 19.69365272410012 8.004726432079629, 19.67023680201626 8.004726432079629, 19.67023680201626 7.981384741480359))","[(1012, '2016-03-07', '2016-03-07'), (8677, '2017-03-19', '2017-03-19'), (23153, '2020-03-01', '2020-03-19'), (35418, '2021-04-10', '2021-04-11'), (35587, '2021-04-15', '2021-04-15')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.69_44.20_1.3_20231018_0,19.69_44.20,1.3,"POLYGON ((19.67340097084287 44.19202337470645, 19.70716074739223 44.19202337470645, 19.70716074739223 44.21630822000366, 19.67340097084287 44.21630822000366, 19.67340097084287 44.19202337470645))",[],-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.71_-16.63_1.3_20231018_0,19.71_-16.63,1.3,"POLYGON ((19.69747983339425 -16.640970157804198, 19.721966026123468 -16.640970157804198, 19.721966026123468 -16.617362878417268, 19.69747983339425 -16.617362878417268, 19.69747983339425 -16.640970157804198))","[(16709, '2018-10-15', '2018-10-21')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.72_46.22_1.3_20231018_0,19.72_46.22,1.3,"POLYGON ((19.70608933532167 46.20311113534678, 19.741139732911094 46.20311113534678, 19.741139732911094 46.22744254170178, 19.70608933532167 46.22744254170178, 19.70608933532167 46.20311113534678))",[],-,needletree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.75_46.34_1.3_20231018_0,19.75_46.34,1.3,"POLYGON ((19.733820962054835 46.32532865219296, 19.768963705170787 46.32532865219296, 19.768963705170787 46.349669463539556, 19.733820962054835 46.349669463539556, 19.733820962054835 46.32532865219296))",[],-,grassland,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.72_42.18_1.3_20231018_0,19.72_42.18,1.3,"POLYGON ((19.704533846517236 42.16426206970722, 19.73713837350799 42.16426206970722, 19.73713837350799 42.18851410902888, 19.704533846517236 42.18851410902888, 19.704533846517236 42.16426206970722))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.76_42.58_1.3_20231018_0,19.76_42.58,1.3,"POLYGON ((19.74330612016892 42.56425338538136, 19.7761439904864 42.56425338538136, 19.7761439904864 42.588522771466884, 19.74330612016892 42.588522771466884, 19.74330612016892 42.56425338538136))",[],-,broadtree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.76_45.19_1.3_20231018_0,19.76_45.19,1.3,"POLYGON ((19.745305273050317 45.17811596173956, 19.779701211565 45.17811596173956, 19.779701211565 45.202437798650145, 19.745305273050317 45.202437798650145, 19.745305273050317 45.17811596173956))","[(3964, '2016-07-18', '2016-07-19'), (5844, '2016-09-12', '2016-09-12'), (14232, '2018-08-05', '2018-08-06'), (16039, '2018-09-17', '2018-09-17'), (20651, '2019-07-23', '2019-07-25'), (29495, '2020-07-30', '2020-07-30'), (29988, '2020-08-06', '2020-08-11'), (31776, '2020-09-14', '2020-09-14')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.77_43.59_1.3_20231018_0,19.77_43.59,1.3,"POLYGON ((19.748570059047992 43.58090910896715, 19.781991465245724 43.58090910896715, 19.781991465245724 43.60520031390492, 19.748570059047992 43.60520031390492, 19.748570059047992 43.58090910896715))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.80_42.07_1.3_20231018_0,19.80_42.07,1.3,"POLYGON ((19.787883542824172 42.05592004501511, 19.820455310724984 42.05592004501511, 19.820455310724984 42.080189483285935, 19.787883542824172 42.080189483285935, 19.787883542824172 42.05592004501511))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.80_43.72_1.3_20231018_0,19.80_43.72,1.3,"POLYGON ((19.77908372128066 43.705904141364734, 19.81258895157837 43.705904141364734, 19.81258895157837 43.730205276467395, 19.77908372128066 43.730205276467395, 19.77908372128066 43.705904141364734))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.81_43.47_1.3_20231018_0,19.81_43.47,1.3,"POLYGON ((19.79026633417507 43.45590531849686, 19.82362848375964 43.45590531849686, 19.82362848375964 43.48020411753027, 19.79026633417507 43.48020411753027, 19.79026633417507 43.45590531849686))",[],-,broadtree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.81_68.45_1.3_20231018_0,19.81_68.45,1.3,"POLYGON ((19.77618463619197 68.43905152535193, 19.843291023972053 68.43905152535193, 19.843291023972053 68.46372146565575, 19.77618463619197 68.46372146565575, 19.77618463619197 68.43905152535193))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.82_43.34_1.3_20231018_0,19.82_43.34,1.3,"POLYGON ((19.806966588450294 43.33090457736511, 19.840261524299812 43.33090457736511, 19.840261524299812 43.35520486895709, 19.806966588450294 43.35520486895709, 19.806966588450294 43.33090457736511))",[],-,needletree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.82_46.45_1.3_20231018_0,19.82_46.45,1.3,"POLYGON ((19.797659515191402 46.4392082705495, 19.832902969040962 46.4392082705495, 19.832902969040962 46.463567622068915, 19.797659515191402 46.463567622068915, 19.797659515191402 46.4392082705495))",[],-,grassland,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.81_7.37_1.3_20231018_0,19.81_7.37,1.3,"POLYGON ((19.795262982056066 7.356393513733869, 19.81862649165706 7.356393513733869, 19.81862649165706 7.379717695702684, 19.795262982056066 7.379717695702684, 19.795262982056066 7.356393513733869))","[(560, '2016-02-24', '2016-02-24'), (643, '2016-03-05', '2016-03-10'), (8608, '2017-03-15', '2017-03-15'), (8629, '2017-03-17', '2017-03-17'), (8677, '2017-03-19', '2017-03-19'), (23153, '2020-02-28', '2020-03-05'), (33305, '2021-02-28', '2021-03-08'), (35327, '2021-04-08', '2021-04-08'), (35586, '2021-04-14', '2021-04-14')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.83_43.84_1.3_20231018_0,19.83_43.84,1.3,"POLYGON ((19.817929041102357 43.830898146228996, 19.8515214469672 43.830898146228996, 19.8515214469672 43.85521126748879, 19.817929041102357 43.85521126748879, 19.817929041102357 43.830898146228996))",[],-,broadtree,urban,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.83_44.73_1.3_20231018_0,19.83_44.73,1.3,"POLYGON ((19.814880654530043 44.72255620636076, 19.84901455504724 44.72255620636076, 19.84901455504724 44.74688647425418, 19.814880654530043 44.74688647425418, 19.814880654530043 44.72255620636076))","[(29495, '2020-07-27', '2020-08-02')]",-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.84_42.47_1.3_20231018_0,19.84_42.47,1.3,"POLYGON ((19.82387890731299 42.455911617503375, 19.856682280599568 42.455911617503375, 19.856682280599568 42.48019788873169, 19.82387890731299 42.48019788873169, 19.82387890731299 42.455911617503375))",[],-,soil,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.84_5.87_1.3_20231018_0,19.84_5.87,1.3,"POLYGON ((19.828656439576918 5.859195688733084, 19.85189959103001 5.859195688733084, 19.85189959103001 5.882471124654207, 19.828656439576918 5.882471124654207, 19.828656439576918 5.859195688733084))","[(643, '2016-03-05', '2016-03-05'), (755, '2016-03-02', '2016-03-02'), (23153, '2020-03-01', '2020-03-22'), (25361, '2020-03-20', '2020-03-20')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.87_42.34_1.3_20231018_0,19.87_42.34,1.3,"POLYGON ((19.854464227175672 42.33090932036367, 19.88720803512287 42.33090932036367, 19.88720803512287 42.35520019742495, 19.854464227175672 42.35520019742495, 19.854464227175672 42.33090932036367))",[],-,broadtree,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.86_68.55_1.3_20231018_0,19.86_68.55,1.3,"POLYGON ((19.82878344176183 68.54181989964685, 19.89624807170878 68.54181989964685, 19.89624807170878 68.56650863262726, 19.82878344176183 68.56650863262726, 19.82878344176183 68.54181989964685))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.87_6.12_1.3_20231018_0,19.87_6.12,1.3,"POLYGON ((19.86198021717145 6.106413685198992, 19.88524249352285 6.106413685198992, 19.88524249352285 6.129697580809513, 19.86198021717145 6.129697580809513, 19.86198021717145 6.106413685198992))","[(643, '2016-03-05', '2016-03-06'), (755, '2016-03-02', '2016-03-02'), (23014, '2020-02-07', '2020-02-07'), (23076, '2020-02-15', '2020-02-16'), (23153, '2020-02-29', '2020-03-13')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.87_68.66_1.3_20231018_0,19.87_68.66,1.3,"POLYGON ((19.834180166628208 68.64459624153001, 19.901962768892126 68.64459624153001, 19.901962768892126 68.6692878215344, 19.834180166628208 68.6692878215344, 19.834180166628208 68.64459624153001))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.88_-16.74_1.3_20231018_0,19.88_-16.74,1.3,"POLYGON ((19.869685825191546 -16.752089970808466, 19.894204483739742 -16.752089970808466, 19.894204483739742 -16.728465295441776, 19.869685825191546 -16.728465295441776, 19.869685825191546 -16.752089970808466))","[(6772, '2016-10-10', '2016-11-03')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.91_41.22_1.3_20231018_0,19.91_41.22,1.3,"POLYGON ((19.89642634222388 41.2086942679134, 19.928578943131985 41.2086942679134, 19.928578943131985 41.23297087532841, 19.89642634222388 41.23297087532841, 19.89642634222388 41.2086942679134))","[(5531, '2016-09-02', '2016-09-06'), (19924, '2019-06-29', '2019-06-30')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.93_44.78_1.3_20231018_0,19.93_44.78,1.3,"POLYGON ((19.914850278216882 44.764210068699605, 19.94904494130549 44.764210068699605, 19.94904494130549 44.78856596049254, 19.914850278216882 44.78856596049254, 19.914850278216882 44.764210068699605))","[(3964, '2016-07-18', '2016-07-19'), (5531, '2016-09-07', '2016-09-07'), (5844, '2016-09-12', '2016-09-12'), (20651, '2019-07-23', '2019-07-25'), (22041, '2019-09-17', '2019-09-17'), (29495, '2020-07-30', '2020-07-30'), (29988, '2020-08-06', '2020-08-11'), (31776, '2020-09-14', '2020-09-14')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.92_-16.62_1.3_20231018_0,19.92_-16.62,1.3,"POLYGON ((19.908582960264823 -16.62986744458112, 19.933085116395414 -16.62986744458112, 19.933085116395414 -16.60624339019767, 19.908582960264823 -16.60624339019767, 19.908582960264823 -16.62986744458112))","[(32301, '2020-10-16', '2020-10-28')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.93_6.37_1.3_20231018_0,19.93_6.37,1.3,"POLYGON ((19.92030348667241 6.356409236537539, 19.943585904296633 6.356409236537539, 19.943585904296633 6.379702024024211, 19.92030348667241 6.379702024024211, 19.92030348667241 6.356409236537539))","[(560, '2016-02-24', '2016-02-24'), (643, '2016-03-04', '2016-03-07'), (23076, '2020-02-16', '2020-02-17'), (23153, '2020-02-29', '2020-03-08')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.93_6.87_1.3_20231018_0,19.93_6.87,1.3,"POLYGON ((19.920283156909328 6.856400829500683, 19.943606275103445 6.856400829500683, 19.943606275103445 6.879710410631234, 19.920283156909328 6.879710410631234, 19.920283156909328 6.856400829500683))","[(643, '2016-03-06', '2016-03-11'), (23153, '2020-03-01', '2020-03-05'), (33305, '2021-02-28', '2021-03-11'), (35587, '2021-04-14', '2021-04-15')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.93_7.87_1.3_20231018_0,19.93_7.87,1.3,"POLYGON ((19.92023974056313 7.856384096006217, 19.9436497741901 7.856384096006217, 19.9436497741901 7.879727103228268, 19.92023974056313 7.879727103228268, 19.92023974056313 7.856384096006217))","[(8677, '2017-03-19', '2017-03-19'), (23153, '2020-03-01', '2020-03-19'), (33305, '2021-03-03', '2021-03-09')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.94_43.70_1.3_20231018_0,19.94_43.70,1.3,"POLYGON ((19.92351055945563 43.68366462092009, 19.957050990233526 43.68366462092009, 19.957050990233526 43.708000370304966, 19.92351055945563 43.708000370304966, 19.92351055945563 43.68366462092009))",[],-,broadtree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.95_-16.74_1.3_20231018_0,19.95_-16.74,1.3,"POLYGON ((19.933572025429893 -16.752092564970543, 19.958096062949483 -16.752092564970543, 19.958096062949483 -16.728462706755796, 19.933572025429893 -16.728462706755796, 19.933572025429893 -16.752092564970543))","[(32301, '2020-10-16', '2020-10-28'), (16709, '2018-10-15', '2018-10-21')]",-,grassland,broadtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_19.95_43.59_1.3_20231018_0,19.95_43.59,1.3,"POLYGON ((19.931872831445492 43.580886909509196, 19.9653553529798 43.580886909509196, 19.9653553529798 43.60522253405075, 19.931872831445492 43.60522253405075, 19.931872831445492 43.580886909509196))",[],-,broadtree,mixedtree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.96_46.15_1.3_20231018_0,19.96_46.15,1.3,"POLYGON ((19.939401190886432 46.13919310965638, 19.97449451139399 46.13919310965638, 19.97449451139399 46.16358282179073, 19.939401190886432 46.16358282179073, 19.939401190886432 46.13919310965638))",[],-,urban,grassland,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.97_41.69_1.3_20231018_0,19.97_41.69,1.3,"POLYGON ((19.949072335471822 41.675349763875815, 19.981488629681962 41.675349763875815, 19.981488629681962 41.69964869550372, 19.949072335471822 41.69964869550372, 19.949072335471822 41.675349763875815))",[],-,broadtree,soil,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.97_42.14_1.3_20231018_0,19.97_42.14,1.3,"POLYGON ((19.957281575007233 42.128121643597254, 19.989946182053288 42.128121643597254, 19.989946182053288 42.15243234316129, 19.957281575007233 42.15243234316129, 19.957281575007233 42.128121643597254))",[],-,broadtree,needletree,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_19.98_6.00_1.3_20231018_0,19.98_6.00,1.3,"POLYGON ((19.97309562728093 5.984193102129509, 19.996349293106693 5.984193102129509, 19.996349293106693 6.007473717943555, 19.97309562728093 6.007473717943555, 19.97309562728093 5.984193102129509))","[(643, '2016-03-05', '2016-03-06'), (755, '2016-03-02', '2016-03-02'), (23014, '2020-02-07', '2020-02-07'), (23076, '2020-02-15', '2020-02-16'), (23153, '2020-02-29', '2020-03-13')]",broadtree,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_2.05_47.22_1.3_20231018_0,2.05_47.22,1.3,"POLYGON ((2.033461406527627 47.203059339434695, 2.069323580674085 47.203059339434695, 2.069323580674085 47.227494306282345, 2.033461406527627 47.227494306282345, 2.033461406527627 47.203059339434695))","[(5844, '2016-09-13', '2016-09-13'), (14232, '2018-08-05', '2018-08-06'), (16039, '2018-09-17', '2018-09-17'), (20651, '2019-07-23', '2019-07-25'), (29495, '2020-07-30', '2020-07-30'), (29988, '2020-08-06', '2020-08-11'), (31776, '2020-09-14', '2020-09-14')]",urban,-,-,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_2.06_13.55_1.3_20231018_0,2.06_13.55,1.3,"POLYGON ((2.047694214590425 13.542398553806793, 2.071751357025969 13.542398553806793, 2.071751357025969 13.565934634937452, 2.047694214590425 13.565934634937452, 2.047694214590425 13.542398553806793))",[],-,grassland,urban,1.4,1,2.2,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
